!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=592091&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,A.J. Achter,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=595918&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,A.J. Cole,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Split,5,2,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=452666&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tom Wilhelmsen,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=453943&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Todd Frazier,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,4249,876,215,119,17,106,50,3,54,.243,.492,.249,.262
,,,Sinker,2389,555,73,67,18,112,33,5,21,.308,.499,.191,.325
,,,Change,748,186,55,15,2,21,8,0,7,.194,.350,.156,.234
,,,Slider,2737,587,170,40,5,73,20,0,20,.193,.329,.136,.234
,,,Curve,1173,270,70,15,4,41,14,1,12,.252,.444,.193,.298
,,,Cutter,856,203,53,9,0,35,7,0,7,.241,.379,.138,.294
,,,Split,192,48,18,4,0,4,0,0,1,.104,.167,.063,.138
,,,Knuckler,86,20,5,3,0,3,0,0,3,.300,.750,.450,.250
,,,Screwball,3,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slow Curve,7,1,0,0,0,0,0,0,1,1.000,4.000,3.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=621512&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tomas Nido,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,71,16,6,2,0,4,0,0,0,.250,.250,.000,.400
,,,Sinker,23,6,1,0,0,1,1,0,0,.333,.500,.167,.400
,,,Change,9,3,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,46,13,6,0,0,0,1,0,0,.077,.154,.077,.143
,,,Curve,21,7,1,0,0,1,0,0,0,.143,.143,.000,.167
,,,Cutter,13,4,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,Split,1,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=542513&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tomas Telis,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,297,80,10,1,2,18,3,0,0,.263,.300,.038,.300
,,,Sinker,148,39,2,2,0,8,2,0,0,.256,.308,.051,.270
,,,Change,110,30,4,0,0,7,1,1,0,.300,.400,.100,.346
,,,Slider,109,22,4,0,2,2,1,0,1,.182,.364,.182,.177
,,,Curve,78,16,3,1,0,4,0,1,0,.313,.438,.125,.385
,,,Cutter,51,9,2,1,0,1,0,0,0,.111,.111,.000,.143
,,,Split,28,12,1,0,0,1,1,0,0,.167,.250,.083,.182
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=459415&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tommy Hottovy,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=462102&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tommy Hanson,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,234,50,19,1,0,5,0,0,0,.100,.100,.000,.161
,,,Sinker,131,23,10,2,0,0,0,0,0,.000,.000,.000,.000
,,,Change,7,3,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,57,17,8,0,0,1,0,0,0,.059,.059,.000,.111
,,,Curve,50,16,12,0,0,2,0,0,0,.125,.125,.000,.500
,,,Cutter,37,4,2,0,0,1,0,0,0,.250,.250,.000,.500
,,,Split,8,4,4,0,0,0,0,0,0,.000,.000,.000,.000
,,,Knuckler,10,4,0,0,0,1,0,0,0,.250,.250,.000,.250
,,,Slow Curve,1,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=488984&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tommy Hunter,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,5,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=592454&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tommy Kahnle,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,6,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Sinker,2,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Change,1,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=571830&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tommy Joseph,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,850,197,44,11,2,33,9,2,10,.274,.492,.218,.308
,,,Sinker,502,130,10,13,1,23,12,0,3,.292,.454,.162,.299
,,,Change,147,41,15,1,1,6,1,0,2,.220,.390,.171,.292
,,,Slider,562,147,50,1,1,14,6,0,9,.197,.422,.225,.227
,,,Curve,234,49,16,5,1,6,2,0,3,.225,.449,.225,.267
,,,Cutter,125,33,11,2,0,6,1,0,1,.242,.364,.121,.333
,,,Split,19,3,2,0,0,0,1,0,0,.333,.667,.333,1.000
,,,Knuckler,43,11,4,0,0,2,0,0,0,.182,.182,.000,.286
,,,Slow Curve,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=518927&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tommy Layne,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=543548&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tommy Milone,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,36,12,0,1,0,1,0,0,1,.167,.417,.250,.091
,,,Sinker,21,8,2,0,0,4,0,0,0,.500,.500,.000,.667
,,,Change,13,3,2,0,0,1,0,0,0,.333,.333,.000,1.000
,,,Slider,8,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,9,4,3,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,19,3,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Split,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=600303&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tommy La Stella,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,1146,239,26,37,1,46,16,0,5,.280,.410,.130,.298
,,,Sinker,749,156,8,19,0,27,15,0,2,.282,.417,.135,.288
,,,Change,381,80,17,7,0,15,2,0,0,.213,.238,.025,.270
,,,Slider,291,78,22,7,2,13,2,0,1,.205,.269,.064,.273
,,,Curve,286,50,2,2,2,10,4,0,0,.280,.360,.080,.292
,,,Cutter,258,59,12,4,1,13,0,1,0,.237,.271,.034,.298
,,,Split,78,18,5,0,0,2,1,0,0,.167,.222,.056,.231
,,,Knuckler,5,1,0,0,0,0,0,0,1,1.000,4.000,3.000,.000
,,,Slow Curve,2,1,0,0,0,1,0,0,0,1.000,1.000,.000,1.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=523265&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tommy Medica,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,375,75,31,14,0,11,1,1,3,.213,.373,.160,.317
,,,Sinker,247,59,9,5,5,14,3,0,1,.305,.407,.102,.347
,,,Change,49,7,1,0,0,1,0,0,2,.429,1.286,.857,.250
,,,Slider,194,47,17,2,0,6,3,0,1,.213,.340,.128,.310
,,,Curve,131,28,10,0,0,3,2,0,0,.179,.250,.071,.278
,,,Cutter,109,26,8,1,0,2,1,1,0,.154,.269,.115,.222
,,,Split,20,4,0,0,0,2,0,0,0,.500,.500,.000,.500
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=473234&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tony Abreu,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,447,104,25,9,1,19,10,1,0,.289,.404,.115,.380
,,,Sinker,321,82,10,3,3,16,4,0,2,.268,.390,.122,.286
,,,Change,146,35,5,0,0,7,1,0,0,.229,.257,.029,.267
,,,Slider,144,48,24,0,1,7,1,1,0,.188,.250,.063,.375
,,,Curve,178,46,18,0,0,5,1,0,0,.130,.152,.022,.214
,,,Cutter,120,32,5,0,0,3,1,1,0,.156,.250,.094,.185
,,,Split,59,14,1,0,0,4,0,2,0,.429,.714,.286,.462
,,,Slow Curve,7,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=502054&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tommy Pham,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,1291,263,84,57,5,45,16,4,14,.300,.551,.251,.394
,,,Sinker,702,185,28,13,5,38,9,0,3,.270,.368,.097,.305
,,,Change,152,37,13,3,1,7,4,0,2,.351,.622,.270,.500
,,,Slider,746,173,64,14,0,24,7,1,7,.225,.399,.173,.314
,,,Curve,396,62,33,6,0,7,2,0,1,.161,.242,.081,.321
,,,Cutter,166,42,5,2,1,10,1,0,4,.357,.667,.310,.333
,,,Split,43,10,5,0,0,1,0,0,1,.200,.500,.300,.250
,,,Knuckler,10,4,0,0,0,1,0,0,1,.500,1.250,.750,.333
,,,Slow Curve,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=501817&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tony Barnette,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=571561&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tony Cingrani,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,68,11,2,0,0,2,0,0,0,.182,.182,.000,.222
,,,Sinker,46,8,3,0,0,0,0,0,0,.000,.000,.000,.000
,,,Change,9,3,0,0,0,1,0,0,0,.333,.333,.000,.333
,,,Slider,9,5,4,0,0,1,0,0,0,.200,.200,.000,1.000
,,,Curve,5,3,2,0,0,1,0,0,0,.333,.333,.000,1.000
,,,Cutter,10,4,0,0,0,1,0,0,0,.250,.250,.000,.250
,,,Split,4,3,2,0,0,1,0,0,0,.333,.333,.000,1.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=542999&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tony Campana,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,567,142,19,14,0,30,7,1,0,.268,.331,.063,.309
,,,Sinker,346,89,9,5,0,27,2,0,1,.337,.393,.056,.367
,,,Change,136,36,9,0,0,8,0,0,0,.222,.222,.000,.296
,,,Slider,126,29,18,0,0,1,0,0,0,.035,.035,.000,.091
,,,Curve,161,41,21,1,0,8,1,0,0,.220,.244,.024,.450
,,,Cutter,108,27,5,1,1,5,0,1,0,.222,.296,.074,.273
,,,Split,27,3,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,Knuckler,1,1,0,0,0,1,0,0,0,1.000,1.000,.000,1.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=488810&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tony Cruz,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,786,151,48,13,1,23,11,0,1,.232,.325,.093,.333
,,,Sinker,439,120,7,10,0,24,4,1,1,.250,.325,.075,.259
,,,Change,44,10,0,0,1,1,0,0,0,.100,.100,.000,.100
,,,Slider,357,103,28,1,0,13,12,0,1,.252,.398,.146,.338
,,,Curve,200,72,22,1,2,14,5,1,2,.306,.486,.181,.417
,,,Cutter,115,35,4,0,0,4,0,0,1,.143,.229,.086,.133
,,,Split,29,12,5,0,0,1,0,0,0,.083,.083,.000,.143
,,,Knuckler,5,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slow Curve,5,2,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=643393&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tony Kemp,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,316,79,9,8,1,17,2,2,1,.279,.392,.114,.304
,,,Sinker,189,52,8,7,0,14,4,1,0,.365,.481,.115,.432
,,,Change,84,24,1,2,0,2,1,0,1,.167,.333,.167,.136
,,,Slider,48,15,4,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,83,13,7,0,1,2,0,0,0,.154,.154,.000,.333
,,,Cutter,55,11,1,1,0,1,0,0,0,.091,.091,.000,.100
,,,Split,21,7,2,0,0,2,0,0,0,.286,.286,.000,.400
,,,Knuckler,4,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slow Curve,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=573113&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tony Renda,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,91,15,1,4,0,4,0,0,0,.267,.267,.000,.286
,,,Sinker,55,20,2,1,0,4,1,0,0,.250,.300,.050,.278
,,,Change,6,2,0,0,0,1,0,0,0,.500,.500,.000,.500
,,,Slider,45,13,5,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,14,3,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,12,4,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=506997&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tony Sanchez,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,167,39,9,3,2,11,4,0,1,.410,.590,.180,.517
,,,Sinker,129,31,5,3,2,7,0,0,0,.226,.226,.000,.269
,,,Change,26,9,5,0,0,2,0,0,0,.222,.222,.000,.500
,,,Slider,95,28,9,1,0,4,0,0,2,.214,.429,.214,.235
,,,Curve,63,16,9,0,0,3,0,0,0,.188,.188,.000,.429
,,,Cutter,32,6,0,0,0,1,0,0,0,.167,.167,.000,.167
,,,Split,6,0,0,1,0,0,0,0,0,.000,.000,.000,.000
,,,Knuckler,8,3,0,0,0,1,0,0,0,.333,.333,.000,.333
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=448242&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tony Gwynn,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,2043,426,62,63,3,80,18,4,4,.249,.338,.089,.283
,,,Sinker,1300,332,38,36,0,77,6,8,1,.277,.352,.075,.311
,,,Change,439,100,17,4,0,16,3,1,1,.210,.290,.080,.244
,,,Slider,355,99,29,2,1,17,7,1,0,.253,.343,.091,.357
,,,Curve,443,100,24,3,0,15,1,2,1,.190,.270,.080,.240
,,,Cutter,246,61,12,6,0,7,3,1,0,.180,.262,.082,.225
,,,Split,126,33,11,1,0,6,0,0,0,.182,.182,.000,.273
,,,Knuckler,25,4,0,0,0,0,1,0,0,.250,.500,.250,.250
,,,Screwball,5,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slow Curve,8,3,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=448609&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tony Sipp,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,2,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=453265&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tony Watson,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,9,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Sinker,11,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,2,2,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,1,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,8,1,0,0,0,1,0,0,0,1.000,1.000,.000,1.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=543964&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tony Zych,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=547172&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tony Wolters,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,802,188,28,35,3,47,9,3,4,.335,.479,.144,.378
,,,Sinker,439,110,9,7,0,17,8,1,0,.236,.327,.091,.257
,,,Change,282,68,12,1,0,8,3,0,1,.177,.265,.088,.200
,,,Slider,201,50,25,4,0,6,3,0,0,.180,.240,.060,.360
,,,Curve,184,29,13,4,0,6,2,0,0,.276,.345,.069,.500
,,,Cutter,130,31,10,5,0,9,1,0,0,.323,.355,.032,.476
,,,Split,36,11,7,0,0,0,0,0,0,.000,.000,.000,.000
,,,Knuckler,8,2,0,1,0,0,0,0,0,.000,.000,.000,.000
,,,Slow Curve,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=429715&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Travis Blackley,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,9,2,1,0,0,1,0,0,0,.500,.500,.000,1.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=538506&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Toru Murata,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=459941&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Travis Buck,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,976,200,42,29,3,29,17,1,8,.275,.490,.215,.313
,,,Sinker,518,147,17,14,0,32,9,1,4,.313,.469,.157,.333
,,,Change,376,100,21,6,0,16,5,1,1,.230,.330,.100,.282
,,,Slider,179,50,17,2,2,7,2,0,0,.180,.220,.040,.273
,,,Curve,257,63,23,1,1,4,2,1,1,.127,.238,.111,.180
,,,Cutter,153,31,9,4,0,3,2,0,0,.161,.226,.065,.227
,,,Split,94,28,7,2,0,4,0,0,0,.143,.143,.000,.191
,,,Knuckler,45,9,1,1,0,0,1,0,0,.111,.222,.111,.125
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=518595&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Travis d'Arnaud,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,1503,337,66,33,4,48,14,1,20,.246,.472,.226,.251
,,,Sinker,808,249,26,15,2,45,17,0,6,.273,.414,.141,.286
,,,Change,188,55,11,2,1,14,2,1,3,.364,.600,.236,.415
,,,Slider,900,231,50,12,1,30,8,2,4,.191,.294,.104,.226
,,,Curve,376,91,19,2,2,17,3,0,2,.242,.341,.099,.286
,,,Cutter,304,61,8,7,0,11,2,0,2,.246,.377,.131,.255
,,,Split,49,12,2,1,0,1,0,0,0,.083,.083,.000,.100
,,,Knuckler,32,6,3,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slow Curve,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=448170&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Travis Ishikawa,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,1287,274,63,29,2,44,13,1,4,.226,.325,.099,.280
,,,Sinker,1000,232,38,25,1,55,11,1,8,.323,.483,.160,.360
,,,Change,456,110,18,7,0,24,10,0,3,.336,.509,.173,.382
,,,Slider,408,112,52,6,3,10,4,0,3,.152,.268,.116,.246
,,,Curve,404,85,44,4,1,10,5,1,1,.200,.318,.118,.400
,,,Cutter,219,50,11,5,5,8,4,0,2,.280,.480,.200,.324
,,,Split,104,27,6,1,0,5,1,1,2,.333,.667,.333,.368
,,,Knuckler,10,4,1,0,0,1,0,0,0,.250,.250,.000,.333
,,,Slow Curve,10,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=400098&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Travis Hafner,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,2363,487,92,59,9,81,28,0,31,.288,.536,.249,.300
,,,Sinker,1478,296,28,59,1,64,21,1,13,.335,.544,.210,.337
,,,Change,974,216,66,16,1,27,6,0,7,.185,.310,.125,.231
,,,Slider,699,164,68,25,11,11,9,0,4,.146,.274,.128,.217
,,,Curve,620,126,41,5,2,25,4,0,4,.262,.389,.127,.358
,,,Cutter,397,92,26,6,4,13,8,0,3,.261,.446,.185,.333
,,,Split,278,67,24,2,0,11,1,0,1,.194,.254,.060,.286
,,,Knuckler,72,16,5,2,0,2,2,0,0,.250,.375,.125,.364
,,,Slow Curve,5,1,0,0,0,0,0,0,1,1.000,4.000,3.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=608671&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Travis Jankowski,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,1016,229,51,34,1,59,10,2,2,.319,.406,.087,.403
,,,Sinker,540,119,21,14,0,30,6,0,3,.328,.454,.126,.379
,,,Change,303,70,16,6,0,9,3,1,0,.186,.257,.071,.241
,,,Slider,247,53,26,7,1,3,4,0,0,.132,.208,.076,.259
,,,Curve,263,39,11,1,1,8,1,0,0,.231,.256,.026,.321
,,,Cutter,140,33,8,5,0,7,0,1,0,.242,.303,.061,.320
,,,Split,47,12,6,1,0,3,0,0,0,.250,.250,.000,.500
,,,Knuckler,14,2,2,1,0,0,0,0,0,.000,.000,.000,.000
,,,Slow Curve,3,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=607369&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Travis Taijeron,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,49,10,5,2,1,1,1,0,0,.200,.300,.100,.400
,,,Sinker,20,3,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Change,5,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,39,10,8,0,0,1,0,0,0,.100,.100,.000,.500
,,,Curve,11,4,2,0,0,1,0,0,0,.250,.250,.000,.500
,,,Cutter,7,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Knuckler,2,1,0,0,0,1,0,0,0,1.000,1.000,.000,1.000
,,,
