!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=592091&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,A.J. Achter,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=595918&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,A.J. Cole,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Slider,118,34,13,1,0,4,1,0,2,.206,.412,.206,.263
,,,Curve,72,18,10,0,0,3,0,0,0,.167,.167,.000,.375
,,,Cutter,53,10,2,0,0,1,0,0,0,.100,.100,.000,.125
,,,Split,12,1,0,1,0,0,0,0,0,.000,.000,.000,.000
,,,Knuckler,8,3,0,0,0,1,0,0,0,.333,.333,.000,.333
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=573113&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tony Renda,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,139,24,2,4,0,5,0,0,0,.208,.208,.000,.227
,,,Sinker,58,21,2,1,0,4,1,0,0,.238,.286,.048,.263
,,,Change,13,3,0,0,0,1,0,0,0,.333,.333,.000,.333
,,,Slider,45,13,5,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,25,8,3,0,0,0,1,0,0,.125,.250,.125,.200
,,,Cutter,18,7,0,0,0,1,0,0,0,.143,.143,.000,.143
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=643393&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tony Kemp,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,399,98,11,13,1,22,3,2,1,.286,.388,.102,.314
,,,Sinker,241,65,13,9,0,16,4,1,0,.323,.415,.092,.404
,,,Change,89,26,2,2,0,2,1,0,1,.154,.308,.154,.130
,,,Slider,86,26,5,2,0,1,1,0,0,.077,.115,.039,.095
,,,Curve,98,16,7,0,1,3,1,0,0,.250,.313,.063,.444
,,,Cutter,64,13,1,1,0,1,0,0,0,.077,.077,.000,.083
,,,Split,21,7,2,0,0,2,0,0,0,.286,.286,.000,.400
,,,Knuckler,4,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slow Curve,3,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=448242&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tony Gwynn,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,2747,572,88,76,4,110,20,7,4,.247,.327,.080,.285
,,,Sinker,1587,394,46,42,0,87,7,9,1,.264,.335,.071,.297
,,,Change,476,109,19,4,0,17,5,1,1,.220,.312,.092,.258
,,,Slider,615,164,52,4,2,22,9,1,0,.195,.262,.067,.286
,,,Curve,559,131,37,3,0,20,2,3,1,.199,.282,.084,.269
,,,Cutter,358,86,17,9,0,15,3,1,0,.221,.279,.058,.275
,,,Split,135,38,13,1,0,6,0,0,0,.158,.158,.000,.240
,,,Knuckler,25,4,0,0,0,0,1,0,0,.250,.500,.250,.250
,,,Screwball,7,2,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slow Curve,8,3,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=448609&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tony Sipp,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,2,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=453265&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tony Watson,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,11,2,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,Sinker,17,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,4,3,3,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,1,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,8,1,0,0,0,1,0,0,0,1.000,1.000,.000,1.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=543964&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tony Zych,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=547172&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tony Wolters,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,1113,246,39,45,4,55,9,3,5,.293,.415,.122,.332
,,,Sinker,535,136,15,8,1,22,8,1,0,.228,.302,.074,.256
,,,Change,296,71,14,2,0,8,3,0,1,.169,.254,.085,.196
,,,Slider,334,82,42,5,1,13,3,0,0,.195,.232,.037,.400
,,,Curve,250,36,17,4,2,7,2,0,0,.250,.306,.056,.474
,,,Cutter,166,38,13,6,0,11,2,0,0,.342,.395,.053,.520
,,,Split,36,11,7,0,0,0,0,0,0,.000,.000,.000,.000
,,,Knuckler,8,2,0,1,0,0,0,0,0,.000,.000,.000,.000
,,,Slow Curve,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=538506&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Toru Murata,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=429715&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Travis Blackley,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,10,2,1,0,0,1,0,0,0,.500,.500,.000,1.000
,,,Sinker,4,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,4,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=459941&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Travis Buck,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,1202,254,54,30,6,35,22,2,9,.268,.476,.209,.309
,,,Sinker,613,170,18,18,1,37,9,1,5,.306,.459,.153,.320
,,,Change,387,103,23,6,1,17,5,1,1,.233,.330,.097,.291
,,,Slider,305,88,34,2,2,12,4,0,1,.193,.273,.080,.302
,,,Curve,313,77,26,1,1,4,4,1,1,.130,.247,.117,.180
,,,Cutter,177,38,11,4,0,4,2,0,0,.158,.211,.053,.222
,,,Split,94,28,7,2,0,4,0,0,0,.143,.143,.000,.191
,,,Knuckler,45,9,1,1,0,0,1,0,0,.111,.222,.111,.125
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=518595&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Travis d'Arnaud,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,1993,434,98,46,4,61,21,2,22,.244,.454,.210,.268
,,,Sinker,1106,337,36,20,2,56,25,0,11,.273,.445,.172,.279
,,,Change,407,109,19,6,1,25,4,1,6,.330,.551,.220,.357
,,,Slider,1046,267,62,14,2,35,8,2,5,.187,.288,.101,.225
,,,Curve,488,111,24,4,2,20,5,0,2,.243,.342,.099,.294
,,,Cutter,382,83,12,8,0,16,3,0,2,.253,.361,.108,.275
,,,Split,62,17,2,1,0,1,0,0,0,.059,.059,.000,.067
,,,Knuckler,32,6,3,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slow Curve,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=448170&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Travis Ishikawa,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,1537,313,76,37,2,49,13,1,5,.217,.313,.096,.272
,,,Sinker,1062,249,44,26,2,60,11,1,8,.321,.470,.149,.366
,,,Change,469,113,19,7,0,24,10,0,3,.327,.496,.168,.374
,,,Slider,540,154,65,9,3,18,6,0,3,.175,.273,.097,.279
,,,Curve,465,105,53,4,1,11,5,1,1,.171,.267,.095,.333
,,,Cutter,247,56,12,5,5,10,6,0,2,.321,.536,.214,.381
,,,Split,104,27,6,1,0,5,1,1,2,.333,.667,.333,.368
,,,Knuckler,10,4,1,0,0,1,0,0,0,.250,.250,.000,.333
,,,Screwball,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slow Curve,10,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=400098&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Travis Hafner,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,3309,718,131,78,13,120,41,1,41,.283,.514,.231,.297
,,,Sinker,1836,383,49,71,2,75,23,1,15,.298,.480,.183,.310
,,,Change,1055,235,75,19,3,29,8,0,8,.192,.328,.136,.243
,,,Slider,1151,253,97,30,17,23,12,0,5,.158,.265,.107,.232
,,,Curve,863,182,60,12,2,38,4,1,6,.269,.401,.132,.371
,,,Cutter,567,121,38,8,4,16,8,0,4,.231,.397,.165,.304
,,,Split,278,67,24,2,0,11,1,0,1,.194,.254,.060,.286
,,,Knuckler,72,16,5,2,0,2,2,0,0,.250,.375,.125,.364
,,,Screwball,5,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slow Curve,5,1,0,0,0,0,0,0,1,1.000,4.000,3.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=608671&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Travis Jankowski,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,1369,302,76,43,1,68,13,2,2,.282,.358,.076,.371
,,,Sinker,693,154,30,17,2,36,6,0,3,.292,.390,.097,.347
,,,Change,324,74,18,6,0,9,3,1,1,.189,.297,.108,.236
,,,Slider,413,89,44,8,1,9,5,1,0,.169,.247,.079,.333
,,,Curve,328,52,14,1,1,11,1,0,0,.231,.250,.019,.316
,,,Cutter,171,43,13,5,0,9,0,1,0,.233,.279,.047,.333
,,,Split,47,12,6,1,0,3,0,0,0,.250,.250,.000,.500
,,,Knuckler,14,2,2,1,0,0,0,0,0,.000,.000,.000,.000
,,,Slow Curve,3,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=543768&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Travis Shaw,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,2636,545,156,69,3,75,36,2,36,.273,.545,.272,.320
,,,Sinker,1105,245,32,26,5,35,18,0,16,.282,.551,.269,.269
,,,Change,841,227,42,21,0,34,20,1,6,.269,.445,.176,.307
,,,Slider,914,205,69,13,1,25,13,0,7,.220,.385,.166,.295
,,,Curve,788,163,60,12,1,24,6,0,8,.233,.417,.184,.316
,,,Cutter,514,96,17,8,0,19,6,1,5,.323,.563,.240,.351
,,,Split,162,47,10,3,0,11,1,0,1,.277,.362,.085,.333
,,,Knuckler,89,16,3,4,0,1,2,0,0,.188,.313,.125,.231
,,,Slow Curve,4,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=607369&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Travis Taijeron,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,95,16,9,4,2,1,1,0,1,.188,.438,.250,.333
,,,Sinker,35,8,2,1,0,0,0,0,0,.000,.000,.000,.000
,,,Change,30,6,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,49,13,9,0,0,2,1,0,0,.231,.308,.077,.750
,,,Curve,22,6,2,0,0,1,0,0,0,.167,.167,.000,.250
,,,Cutter,13,2,0,0,0,1,0,0,0,.500,.500,.000,.500
,,,Knuckler,2,1,0,0,0,1,0,0,0,1.000,1.000,.000,1.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=501983&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Travis Snider,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,2734,527,177,75,1,76,26,1,13,.220,.347,.127,.306
,,,Sinker,1654,427,68,39,2,88,23,2,16,.302,.478,.176,.329
,,,Change,975,264,51,13,0,38,16,1,8,.239,.398,.159,.268
,,,Slider,872,226,77,12,4,31,10,3,7,.226,.389,.164,.310
,,,Curve,868,185,82,12,1,25,15,0,2,.227,.341,.114,.396
,,,Cutter,449,120,29,8,1,13,6,0,8,.225,.475,.250,.229
,,,Split,244,61,20,1,0,10,3,0,0,.213,.262,.049,.317
,,,Knuckler,59,10,1,2,0,2,1,0,1,.400,.800,.400,.375
,,,Slow Curve,3,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=502023&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Travis Tartamella,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,4,1,0,0,0,1,0,0,0,1.000,1.000,.000,1.000
,,,Slider,2,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=475243&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Travis Wood,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,374,101,25,2,1,14,4,1,6,.248,.485,.238,.271
,,,Sinker,290,65,12,4,1,10,1,0,2,.200,.308,.108,.216
,,,Change,54,21,9,0,0,2,0,0,1,.143,.286,.143,.182
,,,Slider,166,43,28,0,0,3,1,0,0,.093,.116,.023,.267
,,,Curve,136,41,29,0,0,2,2,0,1,.122,.244,.122,.364
,,,Cutter,82,21,6,1,0,5,0,0,2,.333,.619,.286,.385
,,,Split,28,10,6,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=477054&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Trayvon Robinson,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,548,121,38,11,1,14,9,1,1,.207,.322,.116,.293
,,,Sinker,317,70,19,13,1,15,5,0,1,.300,.414,.114,.400
,,,Change,136,40,14,0,0,6,0,0,2,.200,.350,.150,.250
,,,Slider,152,49,24,2,0,3,1,0,0,.082,.102,.020,.160
,,,Curve,161,31,12,1,0,9,0,0,1,.323,.419,.097,.500
,,,Cutter,101,25,10,0,0,4,2,0,0,.240,.320,.080,.400
,,,Split,47,16,5,0,0,2,0,2,0,.250,.500,.250,.364
,,,Screwball,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slow Curve,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=545333&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Trevor Bauer,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,72,12,6,1,0,0,0,0,0,.000,.000,.000,.000
,,,Sinker,28,8,2,0,0,1,0,0,0,.125,.125,.000,.167
,,,Change,4,2,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,3,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,4,2,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=572204&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Trayce Thompson,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,1123,230,75,27,0,29,6,2,13,.217,.430,.213,.261
,,,Sinker,456,109,18,8,1,14,5,1,5,.229,.431,.202,.233
,,,Change,286,61,22,8,0,3,1,1,1,.098,.197,.098,.132
,,,Slider,504,104,45,13,0,11,4,0,2,.164,.260,.096,.263
,,,Curve,235,38,13,1,0,9,2,0,1,.316,.447,.132,.458
,,,Cutter,173,45,8,1,0,3,4,0,2,.200,.422,.222,.200
,,,Split,25,7,5,1,0,0,1,0,0,.143,.286,.143,.500
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=457707&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Trevor Bell,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,3,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,1,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=607208&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Trea Turner,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,1715,383,70,45,2,69,21,10,17,.306,.546,.240,.338
,,,Sinker,898,230,36,20,4,56,10,1,9,.330,.500,.170,.362
,,,Change,478,130,28,6,0,25,4,1,2,.246,.339,.092,.300
,,,Slider,857,183,52,9,1,37,6,4,3,.273,.399,.126,.367
,,,Curve,530,125,33,4,1,31,8,0,1,.320,.408,.088,.429
,,,Cutter,270,60,14,5,0,9,4,1,2,.267,.467,.200,.318
,,,Split,67,25,10,0,0,5,0,0,0,.200,.200,.000,.333
,,,Knuckler,29,8,1,0,0,2,0,0,0,.250,.250,.000,.286
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=623143&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Trevor Brown,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,401,93,14,10,1,19,7,1,3,.323,.516,.194,.355
,,,Sinker,156,39,5,4,0,5,0,0,1,.154,.231,.077,.152
,,,Change,70,17,3,0,0,4,1,0,0,.294,.353,.059,.357
,,,Slider,169,52,20,0,0,5,2,0,0,.135,.173,.039,.219
,,,Curve,86,14,5,0,0,4,0,0,1,.357,.571,.214,.500
,,,Cutter,52,13,2,1,0,3,0,0,0,.231,.231,.000,.273
,,,Split,8,3,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=502239&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Trevor Cahill,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,386,75,23,4,0,9,1,0,0,.133,.147,.013,.192
,,,Sinker,182,41,8,1,0,4,1,0,0,.122,.146,.024,.152
,,,Change,19,7,2,0,0,1,0,1,0,.286,.571,.286,.400
,,,Slider,83,33,18,0,0,2,0,0,0,.061,.061,.000,.133
,,,Curve,42,10,7,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,42,10,1,0,0,1,1,0,0,.200,.300,.100,.222
,,,Split,4,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Knuckler,5,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=641587&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Trevor Frank,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=641627&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Trevor Gott,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=460067&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Trevor Crowe,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,1328,262,57,35,1,46,20,4,2,.275,.405,.130,.345
,,,Sinker,770,170,15,11,0,38,7,1,0,.271,.324,.053,.297
,,,Change,386,123,18,4,0,29,3,1,0,.268,.309,.041,.314
,,,Slider,292,96,35,2,1,14,4,0,2,.208,.313,.104,.305
,,,Curve,299,86,21,0,0,12,3,0,0,.174,.209,.035,.231
,,,Cutter,223,57,9,6,2,5,4,1,0,.175,.281,.105,.208
,,,Split,49,21,5,1,0,2,1,0,0,.143,.191,.048,.188
,,,Knuckler,23,7,0,1,0,0,0,0,0,.000,.000,.000,.000
,,,Screwball,4,2,0,0,0,1,0,0,0,.500,.500,.000,.500
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=657610&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Trevor Hildenberger,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=543507&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Trevor May,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,9,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,1,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,2,2,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=656805&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Trevor Oaks,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=670950&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Trevor Richards,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,29,4,2,1,0,1,0,0,0,.250,.250,.000,.500
,,,Sinker,10,5,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,6,3,3,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,5,2,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=572096&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Trevor Rosenthal,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,17,3,3,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,1,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=596115&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Trevor Story,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,2404,464,171,55,6,56,26,2,31,.248,.513,.265,.321
,,,Sinker,817,201,39,16,4,43,19,4,7,.363,.602,.239,.426
,,,Change,470,110,33,5,0,14,14,0,6,.309,.600,.291,.394
,,,Slider,1183,308,125,16,1,26,15,3,18,.201,.445,.244,.267
,,,Curve,601,126,49,11,0,13,8,1,9,.246,.540,.294,.324
,,,Cutter,394,72,19,9,0,12,3,2,3,.278,.500,.222,.340
,,,Split,41,11,6,1,0,0,2,0,0,.182,.364,.182,.400
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=592866&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Trevor Williams,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,161,23,10,3,0,2,0,0,0,.087,.087,.000,.154
,,,Sinker,48,8,2,1,0,0,0,0,0,.000,.000,.000,.000
,,,Change,10,4,3,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,50,20,6,0,0,2,0,0,0,.100,.100,.000,.143
,,,Curve,22,12,5,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,2,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
