!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=592091&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,A.J. Achter,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=595918&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,A.J. Cole,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=461858&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Trevor Plouffe,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,4536,936,249,121,12,110,50,5,38,.217,.403,.186,.254
,,,Sinker,2328,604,69,51,8,132,29,3,21,.306,.469,.162,.319
,,,Change,996,293,56,14,0,45,17,0,11,.249,.420,.171,.274
,,,Slider,2129,552,162,23,2,71,33,0,13,.212,.342,.130,.276
,,,Curve,1107,221,81,11,3,32,8,0,8,.217,.362,.145,.303
,,,Cutter,957,243,37,15,0,41,10,2,8,.251,.407,.156,.268
,,,Split,156,39,13,2,0,2,5,0,3,.256,.615,.359,.304
,,,Knuckler,84,22,3,0,0,5,1,0,1,.318,.500,.182,.333
,,,Screwball,4,2,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slow Curve,4,2,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=543270&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Trey Haley,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=644428&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Troy Scribner,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,2,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=461856&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Troy Patton,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,4,1,0,0,0,1,0,0,0,1.000,1.000,.000,1.000
,,,Sinker,4,2,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,3,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=641820&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Trey Mancini,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,1151,239,61,24,4,39,13,2,19,.305,.615,.310,.340
,,,Sinker,550,134,20,13,2,36,8,0,5,.366,.537,.172,.404
,,,Change,439,109,38,5,1,19,3,0,3,.229,.339,.110,.324
,,,Slider,686,171,48,9,0,28,8,1,3,.234,.345,.111,.308
,,,Curve,428,100,35,6,1,16,4,0,1,.210,.280,.070,.313
,,,Cutter,250,58,11,2,0,9,3,1,2,.259,.448,.190,.289
,,,Split,51,14,3,0,0,1,0,0,1,.143,.357,.214,.100
,,,Knuckler,25,7,2,1,0,0,0,0,2,.286,1.143,.857,.000
,,,Slow Curve,1,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=493159&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tsuyoshi Wada,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,73,12,6,0,0,0,0,0,0,.000,.000,.000,.000
,,,Sinker,37,7,2,2,0,1,0,0,0,.143,.143,.000,.200
,,,Change,3,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,16,5,5,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,6,2,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slow Curve,1,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=488912&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tuffy Gosewisch,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,783,180,45,14,1,33,9,0,2,.244,.328,.083,.316
,,,Sinker,396,99,20,4,1,13,4,1,1,.192,.283,.091,.231
,,,Change,135,36,4,1,0,4,1,0,1,.167,.278,.111,.161
,,,Slider,281,83,20,1,0,7,3,0,1,.133,.205,.072,.161
,,,Curve,186,47,18,0,0,2,1,0,0,.064,.085,.021,.103
,,,Cutter,156,38,4,1,0,8,2,0,1,.290,.421,.132,.303
,,,Split,29,9,2,0,0,1,0,0,0,.111,.111,.000,.143
,,,Knuckler,6,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slow Curve,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=621389&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Ty Blach,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,148,29,14,2,0,3,1,0,1,.172,.310,.138,.286
,,,Sinker,56,10,3,1,0,3,0,0,0,.300,.300,.000,.429
,,,Change,15,4,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,47,17,10,0,0,1,1,0,0,.118,.177,.059,.286
,,,Curve,38,6,3,1,0,1,0,0,0,.167,.167,.000,.333
,,,Cutter,22,3,1,0,0,1,0,0,0,.333,.333,.000,.500
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=621142&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Ty Buttrey,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=571466&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tucker Barnhart,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,1918,440,67,58,4,79,26,1,11,.266,.405,.139,.293
,,,Sinker,1168,303,33,34,0,61,26,1,4,.304,.436,.132,.331
,,,Change,744,209,36,10,0,35,2,0,6,.206,.301,.096,.222
,,,Slider,519,146,53,6,3,27,6,1,1,.240,.315,.075,.370
,,,Curve,605,110,39,3,1,17,3,0,1,.191,.246,.055,.286
,,,Cutter,269,67,15,3,1,13,4,1,0,.269,.358,.090,.346
,,,Split,98,30,6,0,0,5,2,0,0,.233,.300,.067,.292
,,,Slow Curve,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=571841&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Ty Kelly,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,346,75,14,11,1,14,4,1,1,.267,.387,.120,.317
,,,Sinker,167,29,4,4,0,3,2,0,1,.207,.379,.172,.208
,,,Change,77,13,4,4,0,1,0,0,0,.077,.077,.000,.111
,,,Slider,76,17,7,0,0,1,2,0,0,.177,.294,.118,.300
,,,Curve,81,13,6,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,40,6,3,2,0,2,0,0,0,.333,.333,.000,.667
,,,Split,11,4,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=542881&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tyler Anderson,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,223,39,18,7,0,2,0,0,0,.051,.051,.000,.095
,,,Sinker,86,16,3,1,1,4,0,0,0,.250,.250,.000,.308
,,,Change,36,12,7,0,0,1,0,0,0,.083,.083,.000,.200
,,,Slider,30,12,9,0,0,0,0,0,1,.083,.333,.250,.000
,,,Curve,19,5,3,0,0,2,0,0,0,.400,.400,.000,1.000
,,,Cutter,8,3,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,Split,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=453064&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Troy Tulowitzki,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,6736,1468,270,181,12,249,89,8,101,.305,.582,.278,.315
,,,Sinker,3681,930,93,83,16,206,48,6,38,.320,.508,.187,.325
,,,Change,1647,442,81,44,1,74,30,3,23,.294,.532,.238,.317
,,,Slider,3089,771,174,53,5,129,37,4,26,.254,.414,.160,.298
,,,Curve,1822,356,108,20,3,57,23,0,10,.253,.402,.149,.336
,,,Cutter,1423,370,55,36,4,66,24,1,15,.287,.478,.192,.303
,,,Split,313,92,35,7,0,16,3,0,2,.228,.326,.098,.346
,,,Knuckler,40,6,1,1,0,3,0,0,0,.500,.500,.000,.600
,,,Screwball,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slow Curve,23,4,3,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=592122&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tyler Austin,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,482,108,35,13,1,11,6,0,10,.250,.583,.333,.270
,,,Sinker,211,40,11,5,0,4,2,0,5,.275,.700,.425,.250
,,,Change,135,32,22,3,0,2,0,0,0,.063,.063,.000,.200
,,,Slider,239,57,35,4,0,8,0,0,0,.140,.140,.000,.364
,,,Curve,125,20,9,2,1,4,1,0,0,.250,.300,.050,.455
,,,Cutter,92,19,4,0,0,3,0,0,1,.211,.368,.158,.214
,,,Split,9,4,3,0,0,1,0,0,0,.250,.250,.000,1.000
,,,Knuckler,2,1,0,0,0,0,1,0,0,1.000,2.000,1.000,1.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=421064&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Ty Wigginton,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,3216,711,131,82,9,125,41,3,32,.283,.484,.201,.308
,,,Sinker,1853,479,37,41,8,82,19,1,22,.259,.441,.182,.243
,,,Change,977,244,60,18,1,32,14,0,8,.221,.377,.156,.261
,,,Slider,1658,432,128,27,1,63,19,0,13,.220,.354,.134,.282
,,,Curve,950,226,62,6,7,37,13,0,3,.235,.332,.097,.311
,,,Cutter,704,200,32,6,2,39,9,0,10,.290,.485,.195,.304
,,,Split,121,32,16,4,0,8,1,0,0,.281,.313,.031,.563
,,,Knuckler,45,17,3,0,0,2,0,0,1,.177,.353,.177,.154
,,,Slow Curve,9,2,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=595881&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tyler Beede,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,3,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Sinker,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Change,2,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,1,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=641341&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tyler Bashlor,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=543022&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tyler Chatwood,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,345,77,17,3,0,17,1,1,0,.247,.286,.039,.317
,,,Sinker,134,31,3,2,0,5,2,1,0,.258,.387,.129,.286
,,,Change,21,6,1,0,0,1,0,0,0,.167,.167,.000,.200
,,,Slider,89,28,11,1,0,5,0,0,0,.179,.179,.000,.294
,,,Curve,77,27,11,0,0,3,0,0,0,.111,.111,.000,.188
,,,Cutter,50,13,1,0,0,4,0,0,0,.308,.308,.000,.333
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=461325&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tyler Clippard,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,26,6,1,0,0,2,0,0,0,.333,.333,.000,.400
,,,Sinker,9,2,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,7,4,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,3,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,4,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=543031&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tyler Cloyd,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,79,8,1,4,0,0,0,0,0,.000,.000,.000,.000
,,,Sinker,45,11,2,1,0,0,1,0,0,.091,.182,.091,.111
,,,Change,3,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,11,7,4,0,0,2,0,0,0,.286,.286,.000,.667
,,,Curve,10,4,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,3,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=607385&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tyler Collins,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,836,175,54,25,2,16,9,4,5,.194,.377,.183,.250
,,,Sinker,385,92,18,10,0,16,3,0,2,.228,.326,.098,.264
,,,Change,274,85,16,2,0,22,4,0,1,.318,.400,.082,.382
,,,Slider,218,56,19,3,0,4,1,2,2,.161,.357,.196,.200
,,,Curve,257,46,23,3,0,7,0,0,0,.152,.152,.000,.304
,,,Cutter,136,33,7,4,0,11,0,1,2,.424,.667,.242,.500
,,,Split,37,14,5,0,0,3,0,0,2,.357,.786,.429,.429
,,,Knuckler,17,5,2,0,0,3,0,0,0,.600,.600,.000,1.000
,,,Slow Curve,3,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=572788&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tyler Cravy,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,25,8,1,0,0,0,0,0,1,.125,.500,.375,.000
,,,Sinker,5,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Change,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,7,2,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,1,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=641501&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tyler Danish,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=502125&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tyler Colvin,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,1731,368,105,33,0,52,26,3,17,.266,.492,.226,.329
,,,Sinker,1065,259,34,23,2,46,17,8,10,.313,.556,.243,.330
,,,Change,546,167,54,4,0,16,7,1,9,.198,.413,.216,.231
,,,Slider,605,189,76,5,2,17,7,2,5,.164,.302,.138,.241
,,,Curve,586,155,65,2,1,17,3,4,4,.181,.329,.148,.279
,,,Cutter,380,89,16,5,0,17,5,4,4,.337,.618,.281,.377
,,,Split,110,22,7,1,0,2,1,0,0,.136,.182,.046,.200
,,,Knuckler,13,2,1,1,0,0,0,0,1,.500,2.000,1.500,.000
,,,Slow Curve,7,2,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=607192&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tyler Glasnow,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,21,5,1,1,1,1,0,0,0,.200,.200,.000,.250
,,,Sinker,53,7,4,2,0,2,0,0,0,.286,.286,.000,.667
,,,Change,2,0,0,1,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,3,2,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,16,7,5,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,6,2,0,0,0,1,0,0,0,.500,.500,.000,.500
,,,Knuckler,5,2,0,0,0,2,0,0,0,1.000,1.000,.000,1.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=608648&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tyler Duffey,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,4,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=595963&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tyler Goeddel,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,324,85,16,8,0,17,3,0,3,.271,.412,.141,.303
,,,Sinker,204,50,8,2,0,8,0,2,0,.200,.280,.080,.238
,,,Change,74,18,4,4,0,2,0,0,0,.111,.111,.000,.143
,,,Slider,177,43,20,3,0,4,0,0,1,.116,.186,.070,.182
,,,Curve,73,7,2,0,1,0,0,0,0,.000,.000,.000,.000
,,,Cutter,60,14,3,0,0,1,1,0,0,.143,.214,.071,.182
,,,Split,2,1,0,0,0,0,0,1,0,1.000,3.000,2.000,1.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=488917&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tyler Graham,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,24,6,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,Sinker,19,5,2,0,0,1,0,1,0,.400,.800,.400,.667
,,,Change,10,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,4,2,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,5,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Split,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=600355&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tyler Herb,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=460022&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tyler Greene,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,959,242,59,20,2,31,12,2,6,.211,.351,.141,.254
,,,Sinker,608,158,26,8,6,34,10,0,5,.310,.468,.158,.347
,,,Change,204,53,8,1,0,9,2,0,2,.245,.396,.151,.256
,,,Slider,456,105,60,7,0,11,2,1,0,.133,.171,.038,.311
,,,Curve,292,50,24,3,2,7,0,1,1,.180,.280,.100,.320
,,,Cutter,180,37,9,2,2,5,3,0,1,.243,.405,.162,.296
,,,Split,61,16,9,4,0,1,1,0,0,.125,.188,.063,.286
,,,Knuckler,19,5,3,0,0,0,0,0,0,.000,.000,.000,.000
,,,Screwball,3,1,0,0,0,1,0,0,0,1.000,1.000,.000,1.000
,,,Slow Curve,3,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=452095&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tyler Flowers,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,3325,669,280,76,27,104,31,1,23,.238,.390,.153,.372
,,,Sinker,1757,401,93,37,15,83,23,0,9,.287,.412,.125,.355
,,,Change,616,180,40,10,6,30,6,0,10,.256,.456,.200,.277
,,,Slider,1479,368,128,21,6,51,14,0,15,.217,.378,.160,.289
,,,Curve,926,190,83,10,6,25,4,1,7,.195,.337,.142,.300
,,,Cutter,640,150,35,14,3,21,8,0,4,.220,.353,.133,.261
,,,Split,80,23,12,0,0,1,1,0,2,.174,.478,.304,.222
,,,Knuckler,30,10,3,0,0,2,0,0,0,.200,.200,.000,.286
,,,Screwball,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slow Curve,5,2,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=534627&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tyler Holt,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,621,111,40,19,0,25,4,2,0,.279,.351,.072,.437
,,,Sinker,280,50,4,6,1,15,4,0,0,.380,.460,.080,.413
,,,Change,106,34,7,1,0,7,0,1,0,.235,.294,.059,.296
,,,Slider,241,67,27,4,0,8,1,0,0,.134,.149,.015,.225
,,,Curve,101,26,8,2,0,6,0,0,0,.231,.231,.000,.333
,,,Cutter,54,18,3,0,0,1,0,0,0,.056,.056,.000,.067
,,,Split,15,4,1,0,1,1,0,0,0,.250,.250,.000,.333
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=641755&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tyler Kinley,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=502285&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tyler Ladendorf,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,86,20,4,1,1,2,0,1,0,.150,.250,.100,.188
,,,Sinker,65,16,1,1,0,3,0,0,0,.188,.188,.000,.200
,,,Change,24,7,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,42,15,4,0,0,1,1,0,0,.133,.200,.067,.182
,,,Curve,36,12,3,0,0,2,0,0,0,.167,.167,.000,.222
,,,Cutter,13,3,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Split,3,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=544928&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tyler Lyons,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,97,16,6,2,0,3,0,0,0,.188,.188,.000,.300
,,,Sinker,55,15,3,2,0,0,0,0,0,.000,.000,.000,.000
,,,Change,5,1,0,0,0,1,0,0,0,1.000,1.000,.000,1.000
,,,Slider,15,3,3,1,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,15,2,1,0,0,1,0,0,0,.500,.500,.000,1.000
,,,Cutter,11,2,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slow Curve,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=641816&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Tyler Mahle,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,76,13,2,1,0,1,1,0,0,.154,.231,.077,.182
,,,Sinker,19,5,0,0,1,1,0,0,0,.200,.200,.000,.200
,,,Change,4,3,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,16,7,3,0,0,1,0,0,0,.143,.143,.000,.250
